date,ticker,id,Open,High,Low,Close,Volume,Adjusted,Error_message
03-11-2020,ILMN,3,281.619995,283.410004,276.170013,280.98999,1430400,280.98999,None
03-20-2020,BAM,8,34.07,34.330002,33.060001,33.779999,2080100,33.779999,None
03-02-2020,WPX,15,3.01,3.03,2.47,2.81,20422300,2.81,None
03-02-2020,BAC,20,21.65,22.35,21.27,22.040001,80449100,22.040001,None
03-04-2020,URBN,25,13.62,13.94,12.9,13.17,1849000,13.17,None
03-05-2020,URBN,30,13.1,13.81,12.84,13.08,2587500,13.08,None
03-06-2020,BRK-B,36,178.589996,180.220001,175.440002,178.339996,6643700,178.339996,None
03-10-2020,M,42,6.22,6.89,5.62,5.91,49855900,5.91,None
03-13-2020,ENB,47,6.22,6.89,5.62,5.91,49855900,5.91,"Error in getSymbols.yahoo(Symbols = ""ENB"", env = <environment>, verbose = FALSE,  : 
  Unable to import “ENB”.
ENB download failed after two attempts. Error message:
HTTP error 404.
"
03-13-2020,KR,52,6.22,6.89,5.62,5.91,49855900,5.91,"Error in getSymbols.yahoo(Symbols = ""KR"", env = <environment>, verbose = FALSE,  : 
  Unable to import “KR”.
KR download failed after two attempts. Error message:
HTTP error 404.
"
03-16-2020,KR,57,31.200001,32.23,31.049999,31.33,13509400,31.33,None
03-16-2020,HUN,62,16.76,16.889999,16.15,16.450001,2139400,16.450001,None
03-17-2020,PEP,67,133.220001,138.630005,132.350006,138.399994,6278700,138.399994,None
03-17-2020,MSM,72,58.630001,60.52,58.540001,59.93,653200,59.93,None
03-18-2020,LYV,77,39.349998,40.630001,37.990002,38.470001,4396600,38.470001,None
03-18-2020,UHAL,82,258,265.369995,249.449997,262.089996,79800,262.089996,None
03-19-2020,KR,87,32.049999,32.639999,31.84,31.950001,14498700,31.950001,None
03-20-2020,SYY,92,49.509998,51.25,49.189999,50.310001,8095300,50.310001,None
03-20-2020,KR,97,31.85,32.130001,30.889999,31.93,15774600,31.93,None
