date,ticker,id,Open,High,Low,Close,Volume,Adjusted,Error_message
03-11-2020,CGNX,4,43.099998,48.810001,41.669998,45.990002,2195700,45.990002,None
03-09-2020,C,9,40.490002,45.23,39.57,41.189999,35133800,40.757401,None
03-02-2020,KR,16,30.68,31.700001,30,31.25,13149900,31.25,None
03-03-2020,KR,21,31.299999,32.75,31.18,32.599998,16506300,32.599998,None
03-04-2020,URBN,26,16.709999,16.99,15.51,15.84,3863800,15.84,None
03-05-2020,KR,31,28.6,30.379999,28.370001,29.120001,15294000,29.120001,None
03-06-2020,BAC,37,22.190001,24.25,21.48,24.16,128357400,24.16,None
03-10-2020,NWSA,43,10.17,11.48,9.97,10.88,7291400,10.88,None
03-13-2020,KR,48,34.25,34.25,31.030001,31.77,21979200,31.77,None
03-13-2020,TRP,53,37.549999,41.369999,36.130001,36.59,3574100,36.081829,None
03-16-2020,KR,58,31.780001,32.720001,30.77,31.08,13199900,31.08,None
03-17-2020,UHAL,63,257.290009,276.880005,257.290009,274.619995,90100,274.619995,None
03-17-2020,NWSA,68,8.65,8.7,8.33,8.68,2568500,8.68,None
03-17-2020,KR,73,31.5,31.68,29.42,30.15,13695000,30.15,None
03-18-2020,KR,78,29.99,30.190001,27.82,27.940001,20521000,27.940001,None
03-18-2020,CDLX,83,40.490002,44.84,38.619999,41.639999,1531700,41.639999,None
03-19-2020,GOOG,88,1111.800049,1169.969971,1093.530029,1161.75,3571700,1161.75,None
03-20-2020,PAGP,93,5.93,6.11,5.58,6.03,4483100,5.915021,None
03-20-2020,M,98,5.61,5.7,5.26,5.53,26142600,5.53,None
03-23-2020,SBUX,103,66.559998,68.220001,64.580002,67.860001,14199700,67.478661,None
03-26-2020,DOW,108,27.110001,29.84,26.924999,28.030001,10680300,28.030001,None
03-26-2020,LNG,113,33.669998,37.220001,32.59,33.919998,4952200,33.919998,None
03-27-2020,GPK,118,12.02,12.12,11.17,11.4,5700700,11.4,None
03-30-2020,MU,123,43.349998,46.689999,43.34,46.369999,37899100,46.369999,None
03-27-2020,SWKS,129,82.75,83.730003,79.510002,80.300003,2081700,80.300003,None
03-24-2020,WFC,135,29.41,29.75,28.16,28.700001,36920300,28.128466,None
02-21-2020,K,140,60,60.73,57.709999,60.470001,4526500,59.900002,None
03-13-2020,PRU,145,45.220001,46.310001,42.009998,42.259998,6519000,42.259998,None
03-09-2020,CR,150,48.57,52.150002,46.84,46.84,711200,46.84,None
03-04-2020,CVX,155,82.230003,84.839996,81.75,83.029999,18412800,83.029999,None
03-11-2020,BKNG,160,1277.859985,1327.089966,1165.02002,1233.75,933400,1233.75,None
03-03-2020,ROST,165,97.160004,101.919998,95.779999,101.849998,3921200,101.537308,None
02-26-2020,NVDA,170,270.200012,284.890015,267.200012,284.51001,14935200,284.51001,None
02-24-2020,CME,175,198.460007,210.330002,198.369995,209.399994,3768500,208.576965,None
02-24-2020,ARNA,180,45.049999,47.290001,44.009998,47.169998,731400,47.169998,None
02-18-2020,ICE,185,94.029999,94.510002,91.57,91.970001,3063600,91.638062,None
03-24-2020,DIS,190,100.220001,103.160004,96.160004,96.599998,21563200,96.599998,None
03-24-2020,AAPL,195,255.600006,262.48999,252,254.289993,49250500,253.6035,None
03-02-2020,NFLX,201,343.859985,357.470001,341.720001,346.48999,7405500,346.48999,None
03-02-2020,AAPL,206,263.75,278.089996,263,266.170013,71686200,265.451447,None
03-09-2020,MSFT,211,140,149.350006,135,135.419998,87905900,135.419998,None
03-09-2020,AMGN,216,184.669998,204.720001,182.960007,188.679993,4932400,188.679993,None
03-09-2020,JNJ,221,123.57,133.759995,122.43,127.129997,18877900,127.129997,None
03-10-2020,BRK-B,227,181.880005,187.809998,177,187.600006,15072400,187.600006,None
01-14-2020,CVX,233,115.099998,115.150002,113.169998,113.309998,8470300,112.000938,None
01-31-2020,AZO,240,1057.060059,1066.790039,1047.869995,1058.910034,218500,1058.910034,None
01-28-2020,REZI,245,10.35,10.4,10.12,10.19,917100,10.19,None
02-14-2020,XOM,253,59.509998,59.509998,58.790001,59.130001,20315700,58.005314,None
02-11-2020,FNKO,258,9.7,9.7,9.04,9.235,1038500,9.235,None
02-07-2020,ROKU,263,149.190002,151.199997,127.400002,130.25,63567800,130.25,None
02-06-2020,CMCSA,268,45.900002,46.349998,45.689999,46.07,17913100,45.771435,None
02-05-2020,DAL,273,59.290001,59.919998,59.18,59.470001,5227500,59.061855,None
02-18-2020,WMT,281,116.349998,117.07,114.050003,114.389999,7764300,113.387306,None
02-22-2020,BSTZ,286,116.349998,117.07,114.050003,114.389999,7764300,113.387306,"Error in getSymbols.yahoo(Symbols = ""BSTZ"", env = <environment>, verbose = FALSE,  : 
  Unable to import “BSTZ”.
BSTZ download failed after two attempts. Error message:
HTTP error 404.
"
02-28-2020,DD,295,41.040001,42.119999,39.91,40.5,14571900,40.5,None
02-28-2020,CZR,300,11.1,11.41,10.81,11.09,34694100,11.09,None
02-27-2020,PFE,305,35.650002,36.18,35.16,35.459999,33298200,35.110096,None
02-26-2020,PFE,310,35.099998,36.459999,34.950001,36.400002,36728800,36.040821,None
