transaction_date,ticker,id
06-27-2019,BWXT,964
06-27-2019,WPX,965
06-26-2019,FDX,966
06-25-2019,PBA,967
06-25-2019,CZR,968
06-25-2019,OKE,969
06-24-2019,LNG,970
06-24-2019,LGF-B,971
06-24-2019,TRGP,972
06-24-2019,TRGP,973
06-17-2019,CTVA,974
06-17-2019,CTVA,975
06-14-2019,NWSA,976
06-14-2019,GLW,977
06-14-2019,GLW,978
06-11-2019,BWXT,979
06-07-2019,GLW,980
06-06-2019,GLW,981
06-06-2019,GLW,982
08-23-2018,NFLX,986
10-24-2018,NFLX,987
07-18-2018,NFLX,988
03-19-2018,NFLX,989
11-05-2018,AAPL,990
10-24-2018,AAPL,991
05-28-2019,MSFT,992
06-01-2019,WFC,993
12-20-2018,CVS,1001
06-03-2019,VMC,1002
06-03-2019,IR,1003
05-17-2019,RHT,1008
05-21-2019,WEX,1009
05-17-2019,NVDA,1010
05-16-2019,CVS,1011
05-02-2019,VGR,1012
05-30-2019,M,1013
05-30-2019,PBA,1014
05-30-2019,PG,1015
05-30-2019,PEP,1016
05-29-2019,EAF,1017
05-29-2019,CTSH,1018
05-29-2019,INFY,1019
05-28-2019,EAF,1020
05-28-2019,CEQP,1021
05-24-2019,EAF,1022
05-23-2019,PEP,1023
05-23-2019,PG,1024
05-23-2019,EAF,1025
05-23-2019,FDX,1026
05-23-2019,AVP,1027
05-22-2019,CTSH,1028
05-22-2019,INFY,1029
05-17-2019,GLW,1030
05-16-2019,DIS,1031
05-15-2019,FDX,1032
05-15-2019,GLW,1033
05-15-2019,AMT,1034
05-08-2019,BWXT,1035
05-06-2019,BWXT,1036
05-06-2019,ACA,1037
05-03-2019,OKE,1038
05-03-2019,BWXT,1039
05-02-2019,BWXT,1040
05-02-2019,FDX,1041
05-01-2019,FDX,1042
05-01-2019,FDX,1043
05-30-2019,CE,1044
05-30-2019,DOW,1045
05-15-2019,GS,1046
04-25-2019,TOT,1048
04-25-2019,SHW,1049
05-10-2019,ISRG,1052
12-19-2018,WY,1154
12-19-2018,LM09.SG,1155
12-19-2018,GS,1156
12-19-2018,GOOG,1157
12-19-2018,GIS,1158
12-19-2018,CVS,1159
12-19-2018,COST,1160
12-19-2018,BAC,1161
12-19-2018,AAPL,1162
12-19-2018,ALL,1163
12-06-2018,WY,1164
12-06-2018,WFC,1165
12-06-2018,VZ,1166
12-06-2018,USB,1167
12-06-2018,RDS-B,1168
12-06-2018,MSFT,1169
12-06-2018,LM09.SG,1170
12-06-2018,JPM,1171
12-06-2018,GS,1172
12-06-2018,XOM,1173
12-06-2018,DIS,1174
12-06-2018,DVA,1175
12-06-2018,COST,1176
12-06-2018,AAPL,1177
12-06-2018,BRK-B,1178
12-06-2018,GOOG,1179
12-06-2018,ABBV,1180
12-19-2018,WY,1181
12-19-2018,WFC,1182
12-19-2018,RDS-B,1183
12-19-2018,LM09.SG,1184
12-19-2018,JPM,1185
12-19-2018,GS,1186
12-19-2018,XOM,1187
12-19-2018,GIS,1188
12-19-2018,CVS,1189
12-19-2018,COST,1190
12-19-2018,BAC,1191
12-19-2018,AAPL,1192
12-06-2018,PFE,1194
12-06-2018,WY,1195
12-06-2018,WFC,1196
12-06-2018,USB,1198
12-06-2018,RDS-B,1199
12-06-2018,MSFT,1200
12-06-2018,LM09.SG,1201
12-06-2018,JPM,1202
12-06-2018,GS,1203
12-06-2018,XOM,1204
12-06-2018,DIS,1205
12-06-2018,DVA,1206
12-06-2018,COST,1207
12-06-2018,BRKB,1208
12-06-2018,AAPL,1209
12-06-2018,GOOG,1210
12-06-2018,ABBV,1211
08-24-2018,GDV,1212
04-09-2019,C,1213
04-09-2019,WFC,1214
04-01-2019,WFC,1215
06-25-2018,AMZN,1216
06-25-2018,NFLX,1217
06-22-2018,CVX,1218
06-22-2018,NFLX,1219
06-22-2018,AMZN,1220
07-05-2018,FB,1221
07-05-2018,NOC,1222
07-24-2018,BAC,1223
07-18-2018,TGT,1224
07-18-2018,BAC,1225
07-05-2018,TGT,1226
07-05-2018,BAC,1227
01-03-2018,DVN,1228
01-25-2018,AMZN,1230
01-17-2018,CELG,1231
01-05-2018,BAC,1232
01-17-2018,LMT,1233
01-04-2018,JPM,1234
04-24-2018,WEC,1235
04-24-2018,WMT,1236
04-24-2018,VFC,1237
04-24-2018,UTX,1238
04-24-2018,USB,1239
04-24-2018,MMM,1240
04-24-2018,TGT,1241
04-24-2018,SYY,1242
04-24-2018,QCOM,1243
04-24-2018,PG,1244
04-24-2018,PX,1245
04-24-2018,PII,1246
04-24-2018,PSX,1247
04-24-2018,PEP,1248
04-24-2018,PAYX,1249
04-24-2018,NVS,1250
04-24-2018,NSC,1251
04-24-2018,NKE,1252
04-24-2018,NEE,1253
04-24-2018,JPM,1254
04-24-2018,MSFT,1255
04-24-2018,MDT,1256
04-24-2018,MCD,1257
04-24-2018,LOW,1258
04-24-2018,JNJ,1259
04-24-2018,IBM,1260
04-24-2018,ITW,1261
04-24-2018,HRS,1262
04-24-2018,GIS,1263
04-24-2018,GD,1264
04-24-2018,FDS,1265
04-24-2018,XOM,1266
04-24-2018,ES,1267
04-24-2018,EMR,1268
04-24-2018,EV,1269
04-24-2018,CL,1270
04-24-2018,CLX,1271
04-24-2018,CSCO,1272
04-24-2018,CB,1273
04-24-2018,CVX,1274
04-24-2018,BLK,1275
04-24-2018,BDX,1276
04-24-2018,ADP,1277
04-24-2018,ADI,1278
04-24-2018,AMGN,1279
04-24-2018,APD,1280
04-24-2018,ACN,1281
04-24-2018,ABT,1282
04-24-2018,T,1283
04-24-2018,AFL,1284
04-24-2018,VGK,1285
04-24-2018,UBSI,1286
04-24-2018,NSRGY,1287
04-24-2018,MS,1288
04-24-2018,LULU,1289
04-24-2018,IYE,1290
04-24-2018,KHC,1291
04-24-2018,RHHBY,1292
04-24-2018,CLB,1293
04-24-2018,CHK,1294
04-24-2018,CME,1295
04-24-2018,BRK-B,1296
04-24-2018,AL,1297
04-05-2018,WEC,1298
04-05-2018,WMT,1299
04-05-2018,VFC,1300
04-05-2018,UTX,1301
04-05-2018,USB,1302
04-05-2018,MMM,1303
04-05-2018,SYY,1304
04-05-2018,PX,1305
04-05-2018,PII,1306
04-05-2018,PSX,1307
04-05-2018,PEP,1308
04-05-2018,PAYX,1309
04-05-2018,NSC,1310
04-05-2018,NEE,1311
04-05-2018,JPM,1312
04-05-2018,MSFT,1313
04-05-2018,MDT,1314
04-06-2018,MCD,1315
04-05-2018,LOW,1316
04-05-2018,JNJ,1317
04-05-2018,ITW,1318
04-05-2018,HRS,1319
